"service_id","date","exception_type"
"1141","20241128","2"
"1141","20241225","2"
"1141","20250101","2"
"1141","20250526","2"
"1141","20250704","2"
"1141","20250901","2"
"1141","20251127","2"
"1141","20251225","2"
"1142","20241128","2"
"1142","20241225","2"
"1142","20250101","2"
"1142","20250526","2"
"1142","20250704","2"
"1142","20250901","2"
"1142","20251127","2"
"1142","20251225","2"
"1143","20241128","1"
"1143","20241225","1"
"1143","20250101","1"
"1143","20250526","1"
"1143","20250704","1"
"1143","20250901","1"
"1143","20251127","1"
"1143","20251225","1"
"1146","20241128","2"
"1146","20241225","2"
"1146","20250101","2"
"1146","20250526","2"
"1146","20250704","2"
"1146","20250901","2"
"1146","20251127","2"
"1146","20251225","2"
"1147","20241128","1"
"1147","20241225","1"
"1147","20250101","1"
"1147","20250526","1"
"1147","20250704","1"
"1147","20250901","1"
"1147","20251127","1"
"1147","20251225","1"
"1148","20241128","1"
"1148","20241225","1"
"1148","20250101","1"
"1148","20250526","1"
"1148","20250704","1"
"1148","20250901","1"
"1148","20251127","1"
"1148","20251225","1"
"1149","20241128","2"
"1149","20241225","2"
"1149","20250101","2"
"1149","20250526","2"
"1149","20250704","2"
"1149","20250901","2"
"1149","20251127","2"
"1149","20251225","2"
"1150","20241128","2"
"1150","20241225","2"
"1150","20250101","2"
"1150","20250526","2"
"1150","20250704","2"
"1150","20250901","2"
"1150","20251127","2"
"1150","20251225","2"
"1151","20241128","2"
"1151","20241225","2"
"1151","20250101","2"
"1151","20250526","2"
"1151","20250704","2"
"1151","20250901","2"
"1151","20251127","2"
"1151","20251225","2"
"1152","20241128","1"
"1152","20241225","1"
"1152","20250101","1"
"1152","20250526","1"
"1152","20250704","1"
"1152","20250901","1"
"1152","20251127","1"
"1152","20251225","1"
"1153","20241128","2"
"1153","20241225","2"
"1153","20250101","2"
"1153","20250526","2"
"1153","20250704","2"
"1153","20250901","2"
"1153","20251127","2"
"1153","20251225","2"
"1154","20241128","1"
"1154","20241225","1"
"1154","20250101","1"
"1154","20250526","1"
"1154","20250704","1"
"1154","20250901","1"
"1154","20251127","1"
"1154","20251225","1"
"1155","20241128","1"
"1155","20241225","1"
"1155","20250101","1"
"1155","20250526","1"
"1155","20250704","1"
"1155","20250901","1"
"1155","20251127","1"
"1155","20251225","1"
"1156","20241128","1"
"1156","20241225","1"
"1156","20250101","1"
"1156","20250526","1"
"1156","20250704","1"
"1156","20250901","1"
"1156","20251127","1"
"1156","20251225","1"
"2003","20241128","2"
"2003","20241225","2"
"2003","20250101","2"
"2003","20250526","2"
"2003","20250704","2"
"2003","20250901","2"
"2003","20251127","2"
"2003","20251225","2"
"2005","20241128","2"
"2005","20241225","2"
"2005","20250101","2"
"2005","20250526","2"
"2005","20250704","2"
"2005","20250901","2"
"2005","20251127","2"
"2005","20251225","2"
"2006","20241128","2"
"2006","20241225","2"
"2006","20250101","2"
"2006","20250526","2"
"2006","20250704","2"
"2006","20250901","2"
"2006","20251127","2"
"2006","20251225","2"
"2007","20241128","1"
"2007","20241225","1"
"2007","20250101","1"
"2007","20250526","1"
"2007","20250704","1"
"2007","20250901","1"
"2007","20251127","1"
"2007","20251225","1"
