stop_id,stop_code,stop_name,stop_desc,platform_code,platform_name,stop_lat,stop_lon,zone_id,stop_address,stop_url,level_id,location_type,parent_station,wheelchair_boarding,municipality,on_street,at_street,vehicle_type
place-shmnl,,Savin Hill,,,,42.31129,-71.053331,,"125 Savin Hill Ave, Dorchester, MA 02124",https://www.mbta.com/stops/place-shmnl,,1,,1,Boston,,,
70087,70087.0,Savin Hill,Savin Hill - Red Line - Ashmont,,Ashmont,42.310603,-71.053678,RapidTransit,,https://www.mbta.com/stops/place-shmnl,level_0_platform,0,place-shmnl,1,Boston,,,1.0
70088,70088.0,Savin Hill,Savin Hill - Red Line - Alewife,,Alewife,42.310591,-71.053612,RapidTransit,,https://www.mbta.com/stops/place-shmnl,level_0_platform,0,place-shmnl,1,Boston,,,1.0
place-smary,,Saint Mary's Street,,,,42.345974,-71.107353,,"Beacon St and Saint Mary's St, Boston, MA",https://www.mbta.com/stops/place-smary,,1,,1,Brookline,,,
70211,70211.0,Saint Mary's Street,Saint Mary's Street - Green Line - (C) Cleveland Circle,,Cleveland Circle,42.345884,-71.107697,RapidTransit,,https://www.mbta.com/stops/place-smary,level_median,0,place-smary,1,Brookline,,,0.0
70212,70212.0,Saint Mary's Street,Saint Mary's Street - Green Line - Park Street & North,,Park Street & North,42.346007,-71.107166,RapidTransit,,https://www.mbta.com/stops/place-smary,level_median,0,place-smary,1,Brookline,,,0.0
place-smmnl,,Shawmut,,,,42.293126,-71.065738,,"Dayton St and Clementine Park, Dorchester, MA 02124",https://www.mbta.com/stops/place-smmnl,,1,,1,Boston,,,
70091,70091.0,Shawmut,Shawmut - Red Line - Ashmont,,Ashmont,42.293126,-71.065738,RapidTransit,,https://www.mbta.com/stops/place-smmnl,level_-1_platform,0,place-smmnl,1,Boston,,,1.0
70092,70092.0,Shawmut,Shawmut - Red Line - Alewife,,Alewife,42.293126,-71.065738,RapidTransit,,https://www.mbta.com/stops/place-smmnl,level_-1_platform,0,place-smmnl,1,Boston,,,1.0
place-sougr,,South Street,,,,42.3396,-71.157661,,,https://www.mbta.com/stops/place-sougr,,1,,2,Boston,,,
70110,70110.0,South Street,South Street - Green Line - Park Street & North,,Park Street & North,42.339371,-71.157057,RapidTransit,,https://www.mbta.com/stops/place-sougr,level_median,0,place-sougr,2,Boston,,,0.0
70111,70111.0,South Street,South Street - Green Line - (B) Boston College,,Boston College,42.339581,-71.157499,RapidTransit,,https://www.mbta.com/stops/place-sougr,level_median,0,place-sougr,2,Boston,,,0.0
place-spmnl,,Science Park/West End,,,,42.366664,-71.067666,,"Leverett Circle and Nashua St, Boston, MA 02114",https://www.mbta.com/stops/place-spmnl,,1,,1,Boston,,,
70207,70207.0,Science Park/West End,Science Park/West End - Green Line - Lechmere & North,,Lechmere & North,42.366664,-71.067666,RapidTransit,,https://www.mbta.com/stops/place-spmnl,level_2_platform,0,place-spmnl,1,Boston,,,0.0
70208,70208.0,Science Park/West End,Science Park/West End - Green Line - Copley & West,,Copley & West,42.366664,-71.067666,RapidTransit,,https://www.mbta.com/stops/place-spmnl,level_2_platform,0,place-spmnl,1,Boston,,,0.0
place-sstat,,South Station,,,,42.352271,-71.055242,CR-zone-1A,"700 Atlantic Ave, Boston, MA 02110",https://www.mbta.com/stops/place-sstat,,1,,1,Boston,,,
70079,70079.0,South Station,South Station - Red Line - Ashmont/Braintree,,Ashmont/Braintree,42.352271,-71.055242,RapidTransit,,https://www.mbta.com/stops/place-sstat,level_-3_red_platform,0,place-sstat,1,Boston,,,1.0
70080,70080.0,South Station,South Station - Red Line - Alewife,,Alewife,42.352271,-71.055242,RapidTransit,,https://www.mbta.com/stops/place-sstat,level_-3_red_platform,0,place-sstat,1,Boston,,,1.0
74611,74611.0,South Station,South Station - Silver Line - Airport/Design Center/Chelsea,,Airport/Design Center/Chelsea,42.352271,-71.055242,SLWaterfrontNonLogan,,https://www.mbta.com/stops/place-sstat,level_-2_silver_platform,0,place-sstat,1,Boston,,,3.0
74617,74617.0,South Station,South Station - Silver Line - Exit Only,,Exit Only,42.352271,-71.055242,SLWaterfrontNonLogan,,https://www.mbta.com/stops/place-sstat,level_-2_silver_platform,0,place-sstat,1,Boston,,,3.0
NEC-2287,,South Station,South Station - Commuter Rail,,Commuter Rail,42.35141,-71.055417,CR-zone-1A,,https://www.mbta.com/stops/place-sstat,level_0_cr_platform,0,place-sstat,1,Boston,,,2.0
NEC-2287-01,,South Station,South Station - Commuter Rail - Track 1,1,Commuter Rail - Track 1,42.351302,-71.05571,CR-zone-1A,,https://www.mbta.com/stops/place-sstat,level_0_cr_platform,0,place-sstat,1,Boston,,,2.0
NEC-2287-02,,South Station,South Station - Commuter Rail - Track 2,2,Commuter Rail - Track 2,42.351261,-71.055552,CR-zone-1A,,https://www.mbta.com/stops/place-sstat,level_0_cr_platform,0,place-sstat,1,Boston,,,2.0
NEC-2287-03,,South Station,South Station - Commuter Rail - Track 3,3,Commuter Rail - Track 3,42.351261,-71.055552,CR-zone-1A,,https://www.mbta.com/stops/place-sstat,level_0_cr_platform,0,place-sstat,1,Boston,,,2.0
NEC-2287-04,,South Station,South Station - Commuter Rail - Track 4,4,Commuter Rail - Track 4,42.35122,-71.055396,CR-zone-1A,,https://www.mbta.com/stops/place-sstat,level_0_cr_platform,0,place-sstat,1,Boston,,,2.0
NEC-2287-05,,South Station,South Station - Commuter Rail - Track 5,5,Commuter Rail - Track 5,42.35122,-71.055396,CR-zone-1A,,https://www.mbta.com/stops/place-sstat,level_0_cr_platform,0,place-sstat,1,Boston,,,2.0
NEC-2287-06,,South Station,South Station - Commuter Rail - Track 6,6,Commuter Rail - Track 6,42.351178,-71.055238,CR-zone-1A,,https://www.mbta.com/stops/place-sstat,level_0_cr_platform,0,place-sstat,1,Boston,,,2.0
NEC-2287-07,,South Station,South Station - Commuter Rail - Track 7,7,Commuter Rail - Track 7,42.351178,-71.055238,CR-zone-1A,,https://www.mbta.com/stops/place-sstat,level_0_cr_platform,0,place-sstat,1,Boston,,,2.0
NEC-2287-08,,South Station,South Station - Commuter Rail - Track 8,8,Commuter Rail - Track 8,42.351136,-71.055081,CR-zone-1A,,https://www.mbta.com/stops/place-sstat,level_0_cr_platform,0,place-sstat,1,Boston,,,2.0
NEC-2287-09,,South Station,South Station - Commuter Rail - Track 9,9,Commuter Rail - Track 9,42.351136,-71.055081,CR-zone-1A,,https://www.mbta.com/stops/place-sstat,level_0_cr_platform,0,place-sstat,1,Boston,,,2.0
NEC-2287-10,,South Station,South Station - Commuter Rail - Track 10,10,Commuter Rail - Track 10,42.351034,-71.054958,CR-zone-1A,,https://www.mbta.com/stops/place-sstat,level_0_cr_platform,0,place-sstat,1,Boston,,,2.0
NEC-2287-11,,South Station,South Station - Commuter Rail - Track 11,11,Commuter Rail - Track 11,42.351034,-71.054958,CR-zone-1A,,https://www.mbta.com/stops/place-sstat,level_0_cr_platform,0,place-sstat,1,Boston,,,2.0
NEC-2287-12,,South Station,South Station - Commuter Rail - Track 12,12,Commuter Rail - Track 12,42.350742,-71.05493,CR-zone-1A,,https://www.mbta.com/stops/place-sstat,level_0_cr_platform,0,place-sstat,1,Boston,,,2.0
NEC-2287-13,,South Station,South Station - Commuter Rail - Track 13,13,Commuter Rail - Track 13,42.350742,-71.05493,CR-zone-1A,,https://www.mbta.com/stops/place-sstat,level_0_cr_platform,0,place-sstat,1,Boston,,,2.0
place-state,,State,,,,42.358978,-71.057598,,"200 Washington St, Boston, MA",https://www.mbta.com/stops/place-state,,1,,1,Boston,,,
70022,70022.0,State,State - Orange Line - Forest Hills,,Forest Hills,42.358978,-71.057598,RapidTransit,,https://www.mbta.com/stops/place-state,level_-1_up_platform,0,place-state,1,Boston,,,1.0
70023,70023.0,State,State - Orange Line - Oak Grove,,Oak Grove,42.358978,-71.057598,RapidTransit,,https://www.mbta.com/stops/place-state,level_-2_oak_grove_platform,0,place-state,1,Boston,,,1.0
70041,70041.0,State,State - Blue Line - Bowdoin,,Bowdoin,42.358978,-71.057598,RapidTransit,,https://www.mbta.com/stops/place-state,level_-1_up_platform,0,place-state,1,Boston,,,1.0
70042,70042.0,State,State - Blue Line - Wonderland,,Wonderland,42.358978,-71.057598,RapidTransit,,https://www.mbta.com/stops/place-state,level_-1_up_platform,0,place-state,1,Boston,,,1.0
place-sthld,,Sutherland Road,,,,42.341614,-71.146202,,"Commonwealth Ave and Sutherland Rd, Boston, MA",https://www.mbta.com/stops/place-sthld,,1,,2,Boston,,,
70116,70116.0,Sutherland Road,Sutherland Road - Green Line - Park Street & North,,Park Street & North,42.341589,-71.146089,RapidTransit,,https://www.mbta.com/stops/place-sthld,level_median,0,place-sthld,2,Boston,,,0.0
70117,70117.0,Sutherland Road,Sutherland Road - Green Line - (B) Boston College,,Boston College,42.341577,-71.146607,RapidTransit,,https://www.mbta.com/stops/place-sthld,level_median,0,place-sthld,2,Boston,,,0.0
place-stpul,,Saint Paul Street,,,,42.343327,-71.116997,,"Beacon St and Saint Paul St, Brookline, MA 02446",https://www.mbta.com/stops/place-stpul,,1,,2,Brookline,,,
70217,70217.0,Saint Paul Street,Saint Paul Street - Green Line - (C) Cleveland Circle,,Cleveland Circle,42.34334,-71.116927,RapidTransit,,https://www.mbta.com/stops/place-stpul,level_median,0,place-stpul,2,Brookline,,,0.0
70218,70218.0,Saint Paul Street,Saint Paul Street - Green Line - Park Street & North,,Park Street & North,42.343118,-71.117498,RapidTransit,,https://www.mbta.com/stops/place-stpul,level_median,0,place-stpul,2,Brookline,,,0.0
place-sull,,Sullivan Square,,,,42.383975,-71.076994,,"Maffa Way and Cambridge St, Charlestown, MA 02129",https://www.mbta.com/stops/place-sull,,1,,1,Boston,,,
29002,29002.0,Sullivan Square,Sullivan Square - Upper Busway Berth A5,A5,Upper Busway Berth A5,42.384386,-71.076502,,,https://www.mbta.com/stops/place-sull,level_ground,0,place-sull,1,Boston,Busway,,
70030,70030.0,Sullivan Square,Sullivan Square - Orange Line - Forest Hills,1,Forest Hills,42.383975,-71.076994,RapidTransit,,https://www.mbta.com/stops/place-sull,level_-1_platform,0,place-sull,1,Boston,,,1.0
70031,70031.0,Sullivan Square,Sullivan Square - Orange Line - Oak Grove,2,Oak Grove,42.383975,-71.076994,RapidTransit,,https://www.mbta.com/stops/place-sull,level_-1_platform,0,place-sull,1,Boston,,,1.0
place-sumav,,Summit Avenue,,,,42.34111,-71.12561,,"Beacon St and Summit Ave, Brookline, MA",https://www.mbta.com/stops/place-sumav,,1,,2,Brookline,,,
70223,70223.0,Summit Avenue,Summit Avenue - Green Line - (C) Cleveland Circle,,Cleveland Circle,42.34112,-71.125652,RapidTransit,,https://www.mbta.com/stops/place-sumav,level_median,0,place-sumav,2,Brookline,,,0.0
70224,70224.0,Summit Avenue,Summit Avenue - Green Line - Park Street & North,,Park Street & North,42.341027,-71.125759,RapidTransit,,https://www.mbta.com/stops/place-sumav,level_median,0,place-sumav,2,Brookline,,,0.0
place-symcl,,Symphony,,,,42.342687,-71.085056,,"Massachusetts Ave and Huntington Ave, Boston, MA",https://www.mbta.com/stops/place-symcl,,1,,2,Boston,,,
70241,70241.0,Symphony,Symphony - Green Line - (E) Heath Street,,Heath Street,42.342687,-71.085056,RapidTransit,,https://www.mbta.com/stops/place-symcl,level_-1_platform,0,place-symcl,2,Boston,,,0.0
70242,70242.0,Symphony,Symphony - Green Line - Park Street & North,,Park Street & North,42.342687,-71.085056,RapidTransit,,https://www.mbta.com/stops/place-symcl,level_-1_platform,0,place-symcl,2,Boston,,,0.0
place-tapst,,Tappan Street,,,,42.338459,-71.138702,,"Beacon St and Tappan St, Brookline, MA",https://www.mbta.com/stops/place-tapst,,1,,2,Brookline,,,
70231,70231.0,Tappan Street,Tappan Street - Green Line - (C) Cleveland Circle,,Cleveland Circle,42.338498,-71.138731,RapidTransit,,https://www.mbta.com/stops/place-tapst,level_median,0,place-tapst,2,Brookline,,,0.0
70232,70232.0,Tappan Street,Tappan Street - Green Line - Park Street & North,,Park Street & North,42.338567,-71.13819,RapidTransit,,https://www.mbta.com/stops/place-tapst,level_median,0,place-tapst,2,Brookline,,,0.0
place-tumnl,,Tufts Medical Center,,,,42.349662,-71.063917,,"750 Washington St, Boston, MA",https://www.mbta.com/stops/place-tumnl,,1,,1,Boston,,,
70016,70016.0,Tufts Medical Center,Tufts Medical Center - Orange Line - Forest Hills,,Forest Hills,42.349662,-71.063917,RapidTransit,,https://www.mbta.com/stops/place-tumnl,level_-2_platform,0,place-tumnl,1,Boston,,,1.0
70017,70017.0,Tufts Medical Center,Tufts Medical Center - Orange Line - Oak Grove,,Oak Grove,42.349662,-71.063917,RapidTransit,,https://www.mbta.com/stops/place-tumnl,level_-2_platform,0,place-tumnl,1,Boston,,,1.0
place-unsqu,,Union Square,,,,42.377359,-71.094761,,"50 Prospect St, Somerville, MA 02143",https://www.mbta.com/stops/place-unsqu,,1,,1,Somerville,,,
70503,70503.0,Union Square,Union Square - Green Line - Copley & West,,Copley & West,42.377024,-71.093964,RapidTransit,,https://www.mbta.com/stops/place-unsqu,level_ground,0,place-unsqu,1,Somerville,,,0.0
70504,70504.0,Union Square,Union Square - Green Line - Copley & West,,Copley & West,42.37699,-71.093993,RapidTransit,,https://www.mbta.com/stops/place-unsqu,level_ground,0,place-unsqu,1,Somerville,,,0.0
Union Square-01,,Union Square,Union Square - Green Line - Track 1,1,Track 1,42.377024,-71.093964,RapidTransit,,https://www.mbta.com/stops/place-unsqu,level_ground,0,place-unsqu,1,Somerville,,,0.0
Union Square-02,,Union Square,Union Square - Green Line - Track 2,2,Track 2,42.37699,-71.093993,RapidTransit,,https://www.mbta.com/stops/place-unsqu,level_ground,0,place-unsqu,1,Somerville,,,0.0
place-valrd,,Valley Road,,,,42.268347,-71.081343,,"291 Valley Rd, Milton, MA 02186",https://www.mbta.com/stops/place-valrd,,1,,2,Milton,,,
70271,70271.0,Valley Road,Valley Road - Mattapan Trolley - Mattapan,,Mattapan,42.268389,-71.081504,RapidTransit,,https://www.mbta.com/stops/place-valrd,level_ground,0,place-valrd,2,Milton,,,0.0
70272,70272.0,Valley Road,Valley Road - Mattapan Trolley - Ashmont,,Ashmont,42.268347,-71.081343,RapidTransit,,https://www.mbta.com/stops/place-valrd,level_ground,0,place-valrd,2,Milton,,,0.0
place-waban,,Waban,,,,42.325845,-71.230609,,"Beacon St and Waban Sq, Newton, MA 02468",https://www.mbta.com/stops/place-waban,,1,,2,Newton,,,
70164,70164.0,Waban,Waban - Green Line - Park Street & North,,Park Street & North,42.325695,-71.230476,RapidTransit,,https://www.mbta.com/stops/place-waban,level_ground,0,place-waban,2,Newton,,,0.0
70165,70165.0,Waban,Waban - Green Line - (D) Riverside,,Riverside,42.325967,-71.230714,RapidTransit,,https://www.mbta.com/stops/place-waban,level_ground,0,place-waban,2,Newton,,,0.0
place-wascm,,Washington Street,,,,42.343864,-71.142853,,"Commonwealth Ave and Washington St, Boston, MA",https://www.mbta.com/stops/place-wascm,,1,,1,Boston,,,
70120,70120.0,Washington Street,Washington Street - Green Line - Park Street & North,,Park Street & North,42.344329,-71.142385,RapidTransit,,https://www.mbta.com/stops/place-wascm,level_median,0,place-wascm,1,Boston,,,0.0
70121,70121.0,Washington Street,Washington Street - Green Line - (B) Boston College,,Boston College,42.343974,-71.142731,RapidTransit,,https://www.mbta.com/stops/place-wascm,level_median,0,place-wascm,1,Boston,,,0.0
place-welln,,Wellington,,,,42.40237,-71.077082,,"Revere Beach Pkwy and Rivers Edge Dr, Medford, MA 02155",https://www.mbta.com/stops/place-welln,,1,,1,Medford,,,
5271,5271.0,Wellington Station Busway,,,,42.402581,-71.076089,,,https://www.mbta.com/stops/place-welln,,0,place-welln,1,Medford,Cooper Street,,
70032,70032.0,Wellington,Wellington - Orange Line - Forest Hills,1,Forest Hills,42.401505,-71.077252,RapidTransit,,https://www.mbta.com/stops/place-welln,level_-0.5_platform,0,place-welln,1,Medford,,,1.0
70033,70033.0,Wellington,Wellington - Orange Line - Oak Grove,2,Oak Grove,42.401507,-71.07715,RapidTransit,,https://www.mbta.com/stops/place-welln,level_-0.5_platform,0,place-welln,1,Medford,,,1.0
place-wimnl,,Wood Island,,,,42.37964,-71.022865,,"450 Bennington St, East Boston, MA",https://www.mbta.com/stops/place-wimnl,,1,,1,Boston,,,
70049,70049.0,Wood Island,Wood Island - Blue Line - Bowdoin,1,Bowdoin,42.37974,-71.022818,RapidTransit,,https://www.mbta.com/stops/place-wimnl,level_0_platform,0,place-wimnl,1,Boston,,,1.0
70050,70050.0,Wood Island,Wood Island - Blue Line - Wonderland,2,Wonderland,42.379671,-71.022783,RapidTransit,,https://www.mbta.com/stops/place-wimnl,level_0_platform,0,place-wimnl,1,Boston,,,1.0
place-wlsta,,Wollaston,,,,42.266514,-71.020337,,"90 Woodbine St, Quincy, MA 02171",https://www.mbta.com/stops/place-wlsta,,1,,1,Quincy,,,
70099,70099.0,Wollaston,Wollaston - Red Line - Braintree,,Braintree,42.266762,-71.020542,RapidTransit,,https://www.mbta.com/stops/place-wlsta,level_1_platform,0,place-wlsta,1,Quincy,,,1.0
70100,70100.0,Wollaston,Wollaston - Red Line - Alewife,,Alewife,42.266788,-71.020457,RapidTransit,,https://www.mbta.com/stops/place-wlsta,level_1_platform,0,place-wlsta,1,Quincy,,,1.0
place-wondl,,Wonderland,,,,42.41342,-70.991648,,"1300 North Shore Rd, Revere, MA 02151",https://www.mbta.com/stops/place-wondl,,1,,1,Revere,,,
15795,15795.0,Wonderland,Wonderland - Busway,,Busway,42.413405,-70.992131,,,https://www.mbta.com/stops/place-wondl,level_ground,0,place-wondl,1,Revere,,,
70059,70059.0,Wonderland,Wonderland - Blue Line - Bowdoin,1,Bowdoin,42.413514,-70.991714,RapidTransit,,https://www.mbta.com/stops/place-wondl,level_0_platform,0,place-wondl,1,Revere,,,1.0
70060,70060.0,Wonderland,Wonderland - Blue Line - Exit Only,2,Exit Only,42.413361,-70.991685,RapidTransit,,https://www.mbta.com/stops/place-wondl,level_0_platform,0,place-wondl,1,Revere,,,1.0
place-woodl,,Woodland,,,,42.332902,-71.243362,,"1940 Washington St, Newton, MA 02466",https://www.mbta.com/stops/place-woodl,,1,,1,Newton,,,
70162,70162.0,Woodland,Woodland - Green Line - Park Street & North,,Park Street & North,42.332703,-71.243055,RapidTransit,,https://www.mbta.com/stops/place-woodl,level_ground,0,place-woodl,1,Newton,,,0.0
70163,70163.0,Woodland,Woodland - Green Line - (D) Riverside,,Riverside,42.333094,-71.243659,RapidTransit,,https://www.mbta.com/stops/place-woodl,level_ground,0,place-woodl,1,Newton,,,0.0
place-wrnst,,Warren Street,,,,42.348343,-71.140457,,"Commonwealth Ave and Warren St, Boston, MA",https://www.mbta.com/stops/place-wrnst,,1,,2,Boston,,,
70124,70124.0,Warren Street,Warren Street - Green Line - Park Street & North,,Park Street & North,42.348285,-71.140436,RapidTransit,,https://www.mbta.com/stops/place-wrnst,level_median,0,place-wrnst,2,Boston,,,0.0
70125,70125.0,Warren Street,Warren Street - Green Line - (B) Boston College,,Boston College,42.348819,-71.140051,RapidTransit,,https://www.mbta.com/stops/place-wrnst,level_median,0,place-wrnst,2,Boston,,,0.0
place-wtcst,,World Trade Center,,,,42.34863,-71.04246,,"Congress St and World Trade Center Ave, Boston, MA",https://www.mbta.com/stops/place-wtcst,,1,,1,Boston,,,
74613,74613.0,World Trade Center,World Trade Center - Silver Line - Airport/Design Center/Chelsea,,Airport/Design Center/Chelsea,42.34863,-71.04246,SLWaterfrontNonLogan,,https://www.mbta.com/stops/place-wtcst,level_-1_platform,0,place-wtcst,1,Boston,,,3.0
74615,74615.0,World Trade Center,World Trade Center - Silver Line - South Station,,South Station,42.34863,-71.04246,SLWaterfrontNonLogan,,https://www.mbta.com/stops/place-wtcst,level_-1_platform,0,place-wtcst,1,Boston,,,3.0
